,M/D,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
google,08-26,36,38.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,08-27,26,56.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,08-28,55,54.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,08-29,53,37.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,08-30,12,42.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,08-31,18,43.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-01,12,16.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-02,24,45.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-03,12,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-04,54,47.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-05,41,48.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-06,23,22.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-07,39,36.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-08,36,32.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-09,36,29.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-10,37,90.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-11,69,50.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-12,32,35.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-13,40,35.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-14,12,45.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-15,34,9.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-16,30,29.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-17,18,62.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-18,17,43.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-19,49,39.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-20,34,13.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-21,32,27.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-22,28,55.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-23,17,41.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-24,12,24.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-25,26,30.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-26,49,36.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-27,12,47.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-28,31,21.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-29,22,34.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,09-30,22,40.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-01,41,77.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-02,30,46.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-03,28,39.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-04,32,33.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-05,32,34.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-06,17,26.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-07,29,19.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-08,24,40.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-09,0,28.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-10,32,18.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-11,28,25.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-12,89,35.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-13,35,46.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-14,28,49.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-15,54,13.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-16,16,49.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-17,30,40.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-18,35,37.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-19,48,46.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-20,22,31.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-21,17,33.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-22,29,38.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-23,16,37.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-24,33,24.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-25,28,29.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-26,37,25.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-27,33,51.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-28,45,32.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-29,59,30.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-30,55,6.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,10-31,22,36.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-01,26,33.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-02,31,34.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-03,21,23.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-04,38,39.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-05,23,25.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-06,23,39.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-07,0,28.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-08,22,16.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-09,0,37.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-10,53,60.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-11,32,35.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-12,34,20.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-13,30,12.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-14,22,24.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-15,20,60.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-16,41,54.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-17,26,57.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-18,27,36.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-19,27,26.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-20,75,12.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-21,30,28.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-22,26,34.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-23,21,37.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-24,10,61.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-25,16,33.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-26,29,38.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-27,23,43.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-28,44,56.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-29,31,39.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,11-30,31,20.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-01,31,53.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-02,32,36.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-03,26,34.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-04,40,19.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-05,29,26.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-06,30,21.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-07,25,31.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-08,31,48.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-09,43,47.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-10,11,20.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-11,48,42.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-12,15,20.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-13,39,37.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-14,41,26.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-15,26,13.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-16,37,33.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-17,33,47.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-18,21,31.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-19,40,16.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-20,28,4.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-21,25,26.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-22,25,49.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-23,32,30.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-24,18,42.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-25,47,31.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-26,41,51.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-27,29,35.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-28,71,11.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-29,21,29.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-30,26,35.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
google,12-31,0,47.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
twitch,01-01,0,0.0,0,0.0,0,0,0.0,0.0,0,20.0,56.0,35.0,60,81.0,24.0,72.0
twitch,01-02,0,0.0,0,0.0,0,0,0.0,0.0,0,14.0,51.0,52.0,66,72.0,24.0,67.0
twitch,01-03,0,0.0,0,0.0,0,0,0.0,0.0,0,20.0,45.0,42.0,63,46.0,19.0,38.0
twitch,01-04,0,100.0,0,0.0,0,0,0.0,0.0,19,17.0,47.0,41.0,48,42.0,33.0,24.0
twitch,01-05,0,0.0,0,0.0,0,0,0.0,0.0,0,53.0,50.0,26.0,28,51.0,29.0,57.0
twitch,01-06,0,0.0,0,0.0,0,0,0.0,0.0,0,28.0,35.0,31.0,45,34.0,25.0,28.0
twitch,01-07,0,0.0,0,0.0,0,0,0.0,94.0,0,38.0,36.0,34.0,51,54.0,26.0,67.0
twitch,01-08,0,0.0,0,0.0,0,0,0.0,0.0,45,19.0,46.0,36.0,34,54.0,38.0,40.0
twitch,01-09,0,0.0,0,0.0,0,0,0.0,0.0,0,3.0,50.0,40.0,74,40.0,42.0,27.0
twitch,01-10,0,0.0,0,0.0,0,0,0.0,89.0,0,30.0,61.0,44.0,49,56.0,36.0,24.0
twitch,01-11,0,0.0,0,0.0,0,0,0.0,0.0,0,26.0,82.0,40.0,51,53.0,21.0,61.0
twitch,01-12,0,0.0,0,0.0,0,0,0.0,0.0,0,37.0,45.0,19.0,46,31.0,28.0,36.0
twitch,01-13,0,0.0,0,0.0,0,0,0.0,0.0,20,28.0,32.0,30.0,42,55.0,100.0,73.0
twitch,01-14,0,0.0,0,0.0,0,0,0.0,0.0,0,25.0,51.0,36.0,56,74.0,40.0,41.0
twitch,01-15,0,0.0,0,0.0,0,0,0.0,0.0,23,33.0,51.0,37.0,64,68.0,36.0,27.0
twitch,01-16,0,0.0,0,0.0,0,0,0.0,0.0,0,17.0,32.0,44.0,80,46.0,24.0,35.0
twitch,01-17,0,0.0,0,0.0,0,0,0.0,0.0,0,29.0,54.0,59.0,66,62.0,30.0,46.0
twitch,01-18,0,0.0,0,0.0,0,0,0.0,0.0,0,37.0,63.0,49.0,44,62.0,55.0,42.0
twitch,01-19,0,0.0,0,0.0,0,0,0.0,0.0,0,29.0,42.0,36.0,54,68.0,38.0,64.0
twitch,01-20,0,0.0,0,0.0,0,0,0.0,0.0,0,36.0,54.0,38.0,40,55.0,40.0,54.0
twitch,01-21,0,0.0,0,0.0,0,0,0.0,0.0,0,18.0,61.0,34.0,66,65.0,44.0,52.0
twitch,01-22,0,0.0,0,0.0,0,0,0.0,0.0,0,13.0,47.0,37.0,55,65.0,21.0,60.0
twitch,01-23,0,0.0,0,0.0,0,0,0.0,0.0,28,19.0,60.0,44.0,73,58.0,21.0,53.0
twitch,01-24,0,0.0,0,0.0,0,0,0.0,0.0,0,30.0,69.0,56.0,71,69.0,30.0,52.0
twitch,01-25,0,0.0,0,0.0,0,0,0.0,0.0,0,39.0,64.0,40.0,57,65.0,43.0,56.0
twitch,01-26,0,0.0,0,0.0,0,0,0.0,0.0,0,33.0,76.0,30.0,59,88.0,31.0,65.0
twitch,01-27,0,0.0,0,0.0,0,0,0.0,0.0,0,23.0,52.0,32.0,70,78.0,39.0,66.0
twitch,01-28,0,0.0,0,0.0,0,0,0.0,0.0,23,30.0,69.0,54.0,61,58.0,31.0,59.0
twitch,01-29,0,0.0,0,0.0,0,0,0.0,0.0,0,24.0,54.0,55.0,50,81.0,23.0,45.0
twitch,01-30,0,0.0,0,0.0,0,0,0.0,0.0,17,46.0,78.0,57.0,62,55.0,28.0,52.0
twitch,01-31,0,0.0,0,0.0,0,0,0.0,0.0,0,41.0,77.0,63.0,82,64.0,23.0,53.0
twitch,02-01,0,0.0,0,0.0,0,0,0.0,0.0,0,45.0,76.0,40.0,69,67.0,19.0,52.0
twitch,02-02,0,0.0,0,0.0,0,0,0.0,0.0,0,22.0,62.0,47.0,79,56.0,35.0,64.0
twitch,02-03,0,0.0,0,0.0,0,0,0.0,0.0,19,22.0,60.0,33.0,69,70.0,31.0,65.0
twitch,02-04,0,0.0,0,0.0,0,0,0.0,0.0,0,37.0,49.0,31.0,61,56.0,39.0,43.0
twitch,02-05,0,0.0,0,0.0,0,0,0.0,0.0,22,42.0,56.0,51.0,58,78.0,33.0,52.0
twitch,02-06,0,0.0,0,0.0,0,0,0.0,0.0,0,36.0,64.0,53.0,74,83.0,32.0,60.0
twitch,02-07,0,0.0,0,0.0,0,0,0.0,0.0,17,48.0,67.0,48.0,79,72.0,31.0,43.0
twitch,02-08,0,0.0,0,0.0,0,0,0.0,0.0,18,34.0,78.0,57.0,54,65.0,42.0,49.0
twitch,02-09,0,0.0,0,0.0,0,0,0.0,0.0,0,41.0,78.0,51.0,65,51.0,20.0,39.0
twitch,02-10,0,0.0,0,0.0,0,0,0.0,0.0,0,40.0,53.0,45.0,59,58.0,36.0,43.0
twitch,02-11,0,0.0,0,0.0,0,0,0.0,0.0,0,40.0,65.0,50.0,100,78.0,33.0,42.0
twitch,02-12,0,0.0,0,0.0,0,0,0.0,0.0,22,38.0,60.0,66.0,59,88.0,26.0,53.0
twitch,02-13,0,0.0,0,0.0,0,0,0.0,0.0,0,23.0,41.0,45.0,62,41.0,31.0,68.0
twitch,02-14,0,0.0,0,0.0,0,0,0.0,0.0,0,28.0,60.0,67.0,51,50.0,22.0,53.0
twitch,02-15,0,0.0,0,0.0,0,0,0.0,0.0,0,60.0,80.0,58.0,43,52.0,25.0,58.0
twitch,02-16,0,0.0,0,0.0,0,0,0.0,0.0,0,57.0,65.0,52.0,50,31.0,25.0,58.0
twitch,02-17,0,0.0,0,0.0,0,0,0.0,0.0,0,15.0,67.0,53.0,65,49.0,34.0,49.0
twitch,02-18,0,0.0,0,0.0,0,0,0.0,0.0,21,23.0,66.0,79.0,54,60.0,31.0,55.0
twitch,02-19,0,0.0,0,0.0,0,0,0.0,0.0,21,28.0,47.0,64.0,66,72.0,20.0,90.0
twitch,02-20,0,0.0,0,0.0,0,0,0.0,0.0,0,30.0,59.0,58.0,75,39.0,27.0,64.0
twitch,02-21,0,0.0,0,0.0,0,0,0.0,81.0,0,33.0,64.0,61.0,69,46.0,19.0,76.0
twitch,02-22,0,0.0,0,0.0,0,0,0.0,0.0,0,24.0,81.0,34.0,39,61.0,18.0,100.0
twitch,02-23,0,0.0,0,0.0,0,0,0.0,0.0,17,27.0,66.0,53.0,41,42.0,19.0,71.0
twitch,02-24,0,0.0,0,0.0,0,0,0.0,0.0,0,54.0,32.0,52.0,63,57.0,33.0,78.0
twitch,02-25,0,0.0,0,0.0,0,0,0.0,0.0,41,49.0,47.0,57.0,42,93.0,29.0,54.0
twitch,02-26,0,0.0,0,0.0,0,0,0.0,0.0,21,46.0,55.0,57.0,47,78.0,19.0,23.0
twitch,02-27,0,0.0,0,0.0,0,0,0.0,0.0,0,21.0,64.0,70.0,77,71.0,33.0,59.0
twitch,02-28,0,0.0,0,0.0,0,0,0.0,0.0,19,33.0,90.0,84.0,74,72.0,38.0,55.0
twitch,02-29,0,,0,,0,0,,,0,,,,56,,,
twitch,03-01,0,0.0,0,0.0,0,0,0.0,0.0,19,55.0,85.0,51.0,39,40.0,19.0,45.0
twitch,03-02,0,0.0,0,0.0,0,0,0.0,0.0,38,43.0,73.0,39.0,39,51.0,30.0,76.0
twitch,03-03,0,0.0,0,0.0,0,0,0.0,0.0,20,46.0,53.0,37.0,65,46.0,29.0,74.0
twitch,03-04,0,0.0,0,0.0,0,0,0.0,0.0,0,34.0,61.0,35.0,71,74.0,23.0,64.0
twitch,03-05,0,0.0,0,0.0,0,0,0.0,0.0,0,28.0,60.0,41.0,69,72.0,22.0,44.0
twitch,03-06,0,0.0,0,0.0,0,0,0.0,0.0,34,28.0,46.0,59.0,71,28.0,16.0,57.0
twitch,03-07,0,0.0,0,0.0,0,0,0.0,0.0,0,41.0,62.0,41.0,39,46.0,27.0,49.0
twitch,03-08,0,0.0,0,0.0,0,0,0.0,0.0,0,31.0,64.0,58.0,45,40.0,26.0,70.0
twitch,03-09,0,0.0,0,0.0,0,0,0.0,0.0,18,40.0,61.0,46.0,26,30.0,21.0,78.0
twitch,03-10,0,0.0,0,0.0,0,0,0.0,0.0,21,34.0,49.0,34.0,41,66.0,31.0,76.0
twitch,03-11,0,0.0,0,0.0,0,0,0.0,0.0,41,28.0,50.0,44.0,70,68.0,37.0,69.0
twitch,03-12,0,0.0,0,0.0,0,0,0.0,0.0,51,23.0,42.0,40.0,79,58.0,25.0,73.0
twitch,03-13,0,0.0,0,0.0,0,0,0.0,0.0,0,28.0,44.0,74.0,56,40.0,22.0,31.0
twitch,03-14,0,0.0,0,0.0,0,0,0.0,0.0,0,31.0,64.0,100.0,61,39.0,22.0,44.0
twitch,03-15,0,0.0,0,0.0,0,0,0.0,0.0,18,31.0,100.0,70.0,46,42.0,31.0,21.0
twitch,03-16,0,0.0,0,0.0,0,0,0.0,0.0,35,49.0,74.0,45.0,41,65.0,16.0,54.0
twitch,03-17,0,0.0,0,0.0,0,0,0.0,84.0,0,29.0,44.0,31.0,58,59.0,40.0,37.0
twitch,03-18,0,0.0,0,0.0,0,0,0.0,0.0,20,22.0,47.0,38.0,39,77.0,22.0,30.0
twitch,03-19,0,0.0,0,0.0,0,0,0.0,0.0,16,15.0,35.0,46.0,54,69.0,31.0,50.0
twitch,03-20,0,0.0,0,0.0,0,0,0.0,0.0,0,36.0,57.0,51.0,64,38.0,20.0,30.0
twitch,03-21,0,0.0,0,0.0,0,0,0.0,0.0,0,20.0,49.0,51.0,39,47.0,22.0,44.0
twitch,03-22,0,0.0,0,0.0,0,0,0.0,0.0,0,58.0,62.0,71.0,35,55.0,26.0,41.0
twitch,03-23,0,0.0,0,0.0,0,0,0.0,82.0,34,49.0,59.0,39.0,42,46.0,27.0,66.0
twitch,03-24,0,0.0,0,0.0,0,0,0.0,0.0,21,39.0,34.0,52.0,42,45.0,31.0,63.0
twitch,03-25,0,0.0,0,0.0,0,0,0.0,0.0,0,32.0,56.0,36.0,74,61.0,26.0,44.0
twitch,03-26,0,0.0,0,0.0,0,0,0.0,0.0,17,43.0,55.0,40.0,54,53.0,18.0,44.0
twitch,03-27,0,0.0,0,0.0,0,0,0.0,0.0,34,41.0,43.0,47.0,63,41.0,20.0,48.0
twitch,03-28,0,0.0,0,0.0,0,0,0.0,0.0,17,31.0,45.0,90.0,55,46.0,22.0,57.0
twitch,03-29,0,0.0,0,0.0,0,0,0.0,0.0,17,24.0,63.0,87.0,50,45.0,17.0,65.0
twitch,03-30,0,0.0,0,0.0,0,0,0.0,0.0,18,43.0,54.0,44.0,42,45.0,17.0,55.0
twitch,03-31,0,0.0,0,0.0,0,0,0.0,0.0,42,17.0,56.0,39.0,60,40.0,20.0,33.0
twitch,04-01,0,0.0,0,0.0,0,0,0.0,0.0,0,15.0,44.0,33.0,38,61.0,26.0,24.0
twitch,04-02,0,0.0,0,0.0,0,0,0.0,0.0,0,26.0,41.0,71.0,65,61.0,25.0,55.0
twitch,04-03,0,0.0,0,0.0,0,0,0.0,0.0,0,34.0,38.0,58.0,68,44.0,20.0,58.0
twitch,04-04,0,0.0,0,0.0,0,0,0.0,0.0,0,46.0,58.0,49.0,66,43.0,33.0,50.0
twitch,04-05,0,0.0,0,0.0,0,0,0.0,0.0,0,38.0,63.0,71.0,69,43.0,36.0,44.0
twitch,04-06,0,0.0,0,0.0,0,0,0.0,0.0,0,40.0,73.0,55.0,39,44.0,18.0,25.0
twitch,04-07,0,0.0,0,0.0,0,0,0.0,0.0,40,35.0,48.0,48.0,45,53.0,26.0,46.0
twitch,04-08,0,0.0,0,0.0,0,0,0.0,0.0,20,15.0,41.0,39.0,40,85.0,20.0,51.0
twitch,04-09,0,0.0,0,0.0,0,0,0.0,0.0,17,25.0,40.0,53.0,65,65.0,22.0,53.0
twitch,04-10,0,0.0,0,0.0,0,0,0.0,0.0,18,26.0,41.0,62.0,79,52.0,23.0,7.0
twitch,04-11,0,0.0,0,0.0,0,0,0.0,0.0,34,28.0,48.0,65.0,50,54.0,14.0,44.0
twitch,04-12,0,0.0,0,0.0,0,0,0.0,0.0,0,26.0,61.0,77.0,21,41.0,24.0,30.0
twitch,04-13,0,0.0,0,0.0,0,0,0.0,0.0,17,50.0,68.0,39.0,42,43.0,29.0,67.0
twitch,04-14,0,0.0,0,0.0,0,0,0.0,0.0,0,22.0,43.0,64.0,30,49.0,26.0,24.0
twitch,04-15,0,0.0,0,0.0,0,0,0.0,0.0,20,33.0,52.0,51.0,80,51.0,30.0,57.0
twitch,04-16,0,0.0,0,0.0,0,0,0.0,0.0,16,20.0,34.0,44.0,57,59.0,15.0,40.0
twitch,04-17,0,0.0,0,0.0,0,0,0.0,0.0,0,23.0,45.0,48.0,87,39.0,14.0,34.0
twitch,04-18,0,0.0,0,0.0,0,0,0.0,0.0,0,17.0,49.0,64.0,30,61.0,18.0,55.0
